name=郑码
key=abcdefghijklmnopqrstuvwxyz
len=4
match=0
wildcard=?
assist=] mb/pinyin.txt
wluv 视为
wlva 适用于 宜兴
wlvj 军用品
wlvo 适用法律
wlvu 实用性 通用性
wlvw 视觉 罕用字
wlw 遍
wlwb 祖宗
wlwl 翩翩
wlwn 视窗
wlwp 宜宾
wlwr 视察
wlxj 宜君
wlxr 心眼儿
wly 翩
wlya 帘子
wlye 安眠药
wlyf 军用飞机
wlyk 宜阳
wlym 视力
wlyr 塞内加尔
wlyy 补助费
wlzh 视线
wlzn 邏
wlzy 祖母
wm 户
wma 戶
wmad 适于
wmae 造型 逬
wmag 透顶
wmai 户政 宪政
wmb 牢
wmba 追赶
wmbg 选项
wmbs 远程教育 远程教育网
wmbv 心血来潮
wmbz 追击
wmci 寄生虫
wmcx 选取
wmdg 选拔
wmdj 肇事
wmdk 福利事业
wmdm 适才
wmdp 追授
wmdv 追求
wmdx 选择
wme 迁
wmed 迕
wmew 窄带
wmex 透支
wmfb 选票
wmfd 选材
wmff 造林
wmfg 必需
wmfj 透露
wmfk 追查
wmfl 追想
wmfp 透析
wmfv 必要
wmg 袄
wmgd 戻
wmgg 迁厂
wmgo 选页
wmgq 必有
wmgs 戾
wmgt 选矿
wmgv 神智不清
wmh 宅
wmhj 啔
wmho 选区
wmhv 造成
wmi 适
wmid 迮
wmij 扂
wmio 适龄
wmir 塞舌尔
wmj 造 启
wmja 户口
wmje 牢固
wmjm 啟
wmjo 被告人
wmjv 选中 适中
wmjw 追踪
wmjx 通知书
wmjy 扈
wmka 适量
wmkc 扉
wmkd 适时
wmkm 追星
wmkn 连篇累牍
wmkq 透明
wmks 造影
wmkw 追思
wmkx 适当
wmky 福利费
wml 扁
wmlc 騗
wmld 扁 扃
wmli 帍
wmll 运筹帷幄
wmlm 心血管
wmlr 选购 鶣
wmlv 选用 适用
wmlw 遍
wmlz 户县
wmmb 近年来
wmmc 户籍
wmmd 选手
wmmf 棨
wmmg 牢笼
wmmh 农牧区
wmmj 牢靠 选种 啓
wmmk 农牧业 晵
wmml 造血
wmmr 迁移
wmmy 农牧民
wmmz 綮
wmnd 透射
wmne 适值
wmnf 选集
wmng 顧
wmni 雇
wmnj 扄
wmnl 选自
wmnm 过氧化物 选件 过氧化氢
wmnn 字符集
wmno 造价
wmnr 造化
wmo 迭
wmoa 适合
wmod 迁入 迭
wmoh 透彻
wmok 邌
wmoo 遾
wmos 迄今 迁往
wmpg 必须
wmpo 宪兵
wmpq 造船
wmps 透镜
wmpt 过敏反应
wmpx 造反
wmq 肩
wmqg 顅
wmqm 必胜
wmqo 透风
wmqr 鵳
wmqs 牢狱
wmqy 追肥
wmr 选
wmrd 选
wmrg 必然
wmri 户外
wmrj 户名
wmrk 必备
wmrr 扅
wmrz 鳸
wms 房
wmsc 户主
wmsh 避重就轻
wmsj 造就 迁就 迭部
wmsk 宪章
wmsm 迭放
wmsp 造谣
wmsr 造诣 扆
wmsx 袖手旁观
wmsy 房 牢记 造词
wmsz 选育
wmt 戽
wmte 戽
wmtg 户头 肇庆
wmtj 追问
wmtr 必将
wmtu 被乘数
wmtv 适应 适度
wmty 社科院 农科院
wmui 追悼
wmum 追悔
wmut 这种情况下
wmuu 扊
wmva 选举
wmvb 宪法
wmvc 神气活现
wmvk 农牧渔业
wmvl 窑洞
wmvn 肇州
wmvp 选派
wmw 窆
wmwa 造福
wmwd 透过 选定 必定
wmwe 逢年过节
wmwf 追述
wmwg 追逐
wmwl 适宜 透视
wmwm 牢牢 逶迤
wmwq 追究
wmwr 适逢
wmws 牢房
wmwu 选送
wmwy 造字
wmwz 迁安
wmx 肇
wmxb 肇 肈 肁
wmxm 追尾
wmxx 牢骚
wmy 追
wmyd 迄 戹
wmyf 过氧乙酸
wmyh 选民
wmyi 迤
wmyj 追加
wmym 透
wmys 甂
wmyu 焈 安特卫普
wmyw 追随
wmyy 扇 翩 戺
wmz 逶
wmzf 这么样
wmzi 这么些
wmzm 逶
wmzr 造纸
wmzw 选编
wmzx 迁怒
wmzz 选出
wn 它们
wna 宿
wnam 遗臭万年
wnba 宣传画
wnbi 雇工
wnbs 宣传教育 宣传部
wnbu 宣传性 遗传性 定向培养
wnby 邀功 宣传队
wnc 遑
wndm 定向招生
wndw 宣传报道
wne 裨
wnej 遗传基因
wnew 宿营
wnfw 宋体字
wng 袱
wnhy 迫切
wni 雇 進
wnj 逈
wnja 窗口
wnjl 雇员
wnk 迫
wnku 通俗易懂
wnlf 宏伟目标
wnll 鹤岗
wnlr 鹤峰
wnlv 雇用
wnlz 宿县
wnmd 这件事
wnmm 农作物
wnms 祖传秘方
wnna 迫使
wnnf 邀集
wnnl 雇佣
wnom 宿舍
wnpb 被俘者
wnpw 冤假错案
wnqq 通货膨胀
wnr 窗
wnrk 补偿贸易
wnrn 遍体鳞伤
wnrs 进化论
wns 邀
wnsc 邀请 宿主
wnsm 邀
wnss 官僚主义
wnuo 裨益
wnuq 窗前
wnut 遗传性状
wnvn 宿州
wnwb 安身之地
wnwc 迫害
wnwj 邉
wnwk 安息日
wnwl 窗帘
wnwm 窗户 宿迁
wnwp 迫近
wnws 邊
wnxj 鹤壁
wnxs 遚
wnya 窗子
wnyk 通信卫星
wnyo 被保险人
wnza 近似于
wnzj 窗台
wnzn 近似值
wo 穴
woa 逾
woaa 适合于
woad 穻 窏
woae 逬
woag 完全正确
woak 逆命题
woam 窿
woay 祸从天降
woaz 窍
wob 裣
wobb 窪 窐
wobh 逾越 容城
wobi 空 社会上
wobj 社会中
wobn 社会化 穽
wobr 这会儿 鵼 窾
wobs 道德教育
wobt 通令嘉奖
wobu 社会性
wobv 社会学
wobw 竈
woby 窙
wocl 安全网
wocs 安全部
wocu 安全性
woda 込
wodd 逐行扫描
wodn 安全操作
woep 适得其反 适得其所
woeq 逾期
woez 窑 窰
wof 穼
wofa 穷凶极恶
wofd 社会需求
woff 安全检查
wofm 运行机制
wog 突
wogs 心律不齐 突
wogw 进行研究 邃
woh 窒
wohb 窒
wohi 穿
wohy 窃 窚
wohz 窀
woid 进行的
woil 竀
wois 通行证
woiy 进行了
woj 容
woja 窢
woje 裕固
woji 窜
wojj 容器 竆
wojp 道德品质 彮
wojv 途中
woka 容量
woke 窧
wokf 窠 窼
wokk 竂
wokr 容易
wokv 塞得港
wokz 窶 竃
wol 窅
wolb 道德败坏
woli 帘
wolj 窩
wolk 安徽省
woll 竇
wolo 窝 窉 窴
wolr 罕见
wols 完全同意
wolz 竊 容县
wom 途
woma 安全第一 寄人篱下
womb 窂
womf 途
womg 穾
womi 窄
womj 容积 窖
womm 竁
womr 窽
woms 安全生产 安全生产监督管理局
womt 社会秩序 社会制度
womu 安全系数
womv 社会科学
womw 窆
womy 窌 窷
wonb 逢凶化吉
wonr 窗
wons 穴位 社会舆论
wony 社会保险 窮
wonz 竄
woo 裕
wooe 窣
wooh 安全行车
wooj 容 逧
wool 窥 窺
wooo 社会公德 窔
woox 途径
wope 容错
wopn 容貌
wopp 窳
wops 窊
wopw 窸
woqk 逾 窬
woqm 社会风气
woqy 究
wor 窱
worf 窱
work 社会各界
worn 窞
worr 窤
wors 穸
worw 窻
wory 窇
worz 窛 窎 鴪 窵
wosa 寄希望于
wose 社会变革
wosf 社会调查
wosi 竉
wosk 窨
wosm 容许 容颜 竅
wosr 鶟
woss 社会主义 社会主义现代化
wosu 社会效益 进行谈判
wot 窲
wote 窲
wotg 窦
wotk 这个问题
wouf 社会总需求
woui 迄今为止
woum 社会关系
wous 社会总产值
wouu 窯
wouz 窭
wovb 社会活动
wovr 窕
wovw 社会治安
wowb 送往迎来
wowm 社会福利
wowo 心领神会
woww 社会安定
wowy 安分守己
wox 窘
woxj 窘 窹
woxx 窡
woxz 这很好
woy 穷
woyb 被领导者
woyd 穵
woye 实行改革 进行改革
woyg 窫
woyh 军分区
woym 穷
woys 容忍
woyz 穹
woz 梥
wozf 梥
wozl 容纳
wozw 窓
wozx 途经
wozy 窈
wozz 窟 窋
wp 近
wpa 逅
wpaj 逅
wpbi 返工
wpbk 近来
wpbl 逓
wpbw 违反规定
wpd 近
wpdv 祈求
wpdw 遥控
wpe 遁
wpei 实质上
wpel 遁
wpeq 近期
wpeu 实质性
wpez 遥
wpfs 返校
wpgg 必须有
wpgj 必须品
wpha 遥感
wpi 褫
wpih 遞
wpjj 返回
wpka 近日
wpkd 必须坚持
wpkg 进销存
wpkt 连锁店
wpla 穷兵黩武
wplo 祈盼
wplr 道貌岸然
wplz 宾县
wpm 遥
wpmm 近年
wpn 邈
wpnd 宾川
wpnh 近代
wpni 返修
wpnr 邈
wpnz 近似
wpo 宾
wpow 宾馆 近邻 礼貌待客
wpp 窳
wppk 返销
wpps 返航
wppt 连锁反应
wprz 边锋线
wpsb 宾语
wpsc 宾主
wpsj 宇航员
wpso 近郊
wpsq 遥望 祈望
wpss 神采奕奕
wpsu 近旁
wptj 近况
wpvl 遥测
wpvm 近海
wpvz 之所以
wpwb 遥远
wpwc 逆反心理 祈祷
wpwg 返家
wpwl 近视
wpwr 宾客
wpx 返
wpxs 返
wpyd 神采飞扬
wpyk 宾阳
wpyy 必须加强
wpyz 穿针引线
wpzz 返乡
wq 肩
wqab 近几天来
wqat 心胸开阔
wqc 逛
wqch 冗长
wqd 冗
wqda 近几天
wqdm 这几年 近几年
wqdv 肩挑
wqfq 袒胸露腹
wqft 袒胸露背
wqfw 心肌梗塞
wqgi 逆风而上
wqgq 遯
wqiv 肩上
wqjl 冗员
wqjq 心服口服
wqmb 近几年来 这几年来
wqms 心狠手辣
wqob 逛街
wqof 通风机
wqoj 进风口
wqom 冗余
wqoq 近几个月
wqpe 冗错
wqqs 肩膀
wqqu 心肌炎
wqqw 心胸狭窄
wqrl 肩负
wqsk 究竟 肩章
wqsx 心猿意马
wqtg 肩头
wqtt 心脏病
wqu 逖
wqum 补脑益智
wquo 逖
wqvb 近月来
wqvv 迌
wqwj 心腹之患
wqy 究
wqzx 迅猛发展
wr 农
wraj 农副
wras 豁然开朗
wrau 安然无恙
wrb 察
wrba 迎考
wrbd 必然趋势
wrbk 迎来
wrbo 必然规律 农夫
wrby 农场 客场
wrbz 冤魂
wrc 逢
wrci 逢
wrcj 必然王国
wrco 迎春
wrds 迎接
wrdv 它的
wrey 农艺
wrez 农药 遙 额尔古纳河
wrfb 客票
wrfc 冤枉
wrfd 农村
wrff 农林
wrfh 客栈
wrfq 客机 农机
wrg 额
wrga 客厅
wrgb 突然袭击
wrgj 迎面
wrgl 迥然不同
wrgq 它有
wrgu 必然性
wrgy 农历
wrh 农
wrhe 客车
wrho 客轮
wrid 迯
wrii 蠭
wrij 迎战
wriq 心外膜
wrj 客
wrjm 实名制
wrjy 避免了
wrk 迿
wrka 安乐死
wrkd 农时
wrki 农田
wrko 迩
wrku 农业
wrkv 达尔汗
wrkw 安乐窝
wrlo 农具
wrlv 农用
wrm 逄
wrmb 逄
wrml 察看
wrmm 农牧
wrmn 肩负重任
wrmy 客气
wrmz 邎
wrni 迎候
wrnt 它们
wroa 迎合
wrob 农会
wrod 客人
wroi 农行
wroo 它从
wrpq 客船
wrpv 它所
wrqo 迎风
wrqq 寒冬腊月
wrr 它
wrrd 额外负担
wrrg 宛然
wrri 额外
wrrl 额角
wrrs 农贸 逸 迻
wrs 遛
wrsb 农贸市场
wrse 额尔齐斯河
wrsf 迎新
wrsu 客商
wrsw 军备竞赛
wrtf 农闲
wrtg 额头
wrti 客店
wrtk 安危冷暖
wrto 客座
wrtr 它将 农资
wrtv 额度
wrus 农忙
wrve 客满
wrvg 客源
wrvm 农活
wrvs 客流
wrvw 察觉 农学
wrwb 客运
wrwd 额定
wrwe 达尔罕茂名安旗
wrwg 农家 冤家
wrwm 客户 农户
wrwp 邂逅 迎宾
wrws 客房 视象通讯
wrwu 迎送
wrwz 冤案
wrxb 农垦
wrxf 福尔马林
wrxk 邍
wrxl 客观
wrxv 迎对 它对
wrxz 冤屈
wry 迎
wryh 农民
wryk 遛
wrym 邂
wryr 客隆
wryu 心包炎
wrz 它
wrzf 心急如焚
wrzj 宛如
wrzx 农奴
ws 房
wsa 福
wsaa 礻
wsag 祆 祦
wsai 禔
wsaj 祠 祫
wsau 被评为
wsax 道高一尺魔高一丈
wsb 社
wsbj 禂 祮
wsbk 祙
wsbm 禇
wsbn 审计工作
wsby 祎
wsbz 祛
wsc 迬
wscd 祷
wscu 禡
wscw 邀请赛
wse 宰
wseb 禥
wsec 祺
wsef 禖
wseg 审计厅
wsej 祜 祻
wsel 审计署 禃
wseo 禩
wser 禳
wsex 审计局
wsez 祹
wsf 禋
wsfb 禋
wsfd 禣
wsfl 宰相
wsfr 房檐
wsg 祏
wsgh 祳
wsgj 祐
wsgw 禭
wsgx 禐
wsgy 祪
wsh 祬
wshb 祬
wshe 祴
wshk 房东
wsho 造谣惑众 禨
wsi 禵
wsig 禵
wsii 祉
wsil 祯 禎
wsj 福
wsjd 禱
wsjf 祵
wsji 祌
wsjk 福 这就是
wsjl 禞 禴
wsjm 禕
wsjr 祝 祱
wsju 禮
wsk 神
wska 邅
wskb 定音鼓
wske 禅 禪 禫 遧
wskf 祼
wskg 禯
wski 神
wsks 这就是说
wskw 禗
wsl 祖
wslc 祖
wslf 空调机
wsli 房贴
wslj 禍
wslk 禬
wsll 房山
wslo 祸 禛
wslr 视 視
wslz 禑 禲 房县
wsm 祍
wsmb 祍
wsmg 祅
wsmi 祚
wsmj 农产品 送话器 祰
wsmk 祩
wsml 房租
wsmo 祑
wsmp 遃
wsmr 祣
wsmy 遊
wsn 迹
wsnd 祔
wsne 禆
wsno 房价 迹
wso 这
wsoe 祽
wsof 宰杀
wson 祄
wsoo 禰
wsor 禝 祾
wsou 速效性
wsp 祈
wspd 祈
wspi 禠
wsqd 迒
wsqu 速效肥料
wsqx 祋
wsr 祇
wsrh 祇
wsrj 迹象
wsrk 祢
wsrl 禶
wsro 禓
wsrq 禙
wsrs 祗 礿
wsrw 连衣裙
wss 禷
wssg 禷
wssj 房颤 农畜产品
wssm 房产
wssy 祊
wstk 房间
wstl 房门
wsuc 祥
wsuf 禉
wsug 禭
wsuj 禧
wsul 適
wsuu 禚
wsuy 祶
wsvb 社交活动
wsvk 这说明
wsvr 祧
wsvv 這
wswc 宰割
wswf 禈
wswi 房补
wswl 禘 遆
wswm 祕
wswr 房客
wswx 祲
wsx 祃
wsxh 房屋
wsxj 禟
wsxk 禄
wsxr 察言观色
wsxs 祓
wsxx 鹤立鸡群
wsy 祁 房
wsya 房子
wsyg 这方面 禊
wsyi 祂
wsyj 通讯员 祒
wsyk 通讯卫星
wsyl 通讯网
wsym 通讯簿 房改 违章建筑 礽
wsyn 房费
wsyv 实施办法
wsyw 通讯社
wsyx 通讯录
wsyy 祀 祤 禢 禤
wsz 礼
wszg 禒
wszk 祿
wszq 逳
wszs 官方统计
wszz 禌
wt 实
wta 衤
wtaa 衤
wtad 衧
wtae 实干 衦
wtaf 袜
wtai 褆
wtaj 褡 袷 袔 裿
wtak 家庭副业
wtan 袹 襣 襫
wtb 袿
wtbb 袿
wtbg 襓
wtbi 褂 裃 迎头赶上
wtbj 裯 袺
wtbk 家庭教师
wtbm 褚
wtbo 衭
wtbq 冠状动脉 冠状动脉硬化
wtbs 家庭教育
wtbu 襗
wtbv 实地 裣
wtby 袆
wtbz 袪 袴 襼
wtc 襵
wtcc 襵
wtcl 襀
wtcr 裱
wtcv 实现
wtcx 襊
wtdg 遮掩
wtdj 实事
wtdk 遮挡
wtds 衬
wte 遮
wteb 襅
wtec 褀
wtef 空头支票
wtej 裾
wtek 遮蔽
wtel 褯 襺
wteo 襶 襈
wtes 迪庆藏族自治州
wteu 遮
wtex 衼
wtez 袣 裪
wtfa 实木
wtfb 補 襟 褾
wtfg 襦
wtfl 襯 襕 襴 襽 襋
wtfw 实惠 褳
wtfx 实权
wtg 袥 实
wtgb 袏
wtgd 褥
wtgh 裖
wtgi 宋庆龄
wtgl 袻
wtgm 襻
wtgs 袱
wtgv 实在
wtgw 字头字 襚
wtgx 褑
wtgy 褼
wth 裤
wthe 裓
wthj 家庭成员
wths 襪
wthu 被减数
wthw 空间轨道 裢
wtid 补
wtih 裭
wtii 褷
wtij 实战 袩
wtiq 褃
wtiy 袸
wtj 裎
wtjc 裎
wtjd 裀 襑
wtjf 褓 襙 裍
wtjg 襐 襭
wtjh 实践
wtji 襁 衶
wtjk 褔 襠
wtjm 褘
wtjq 裐
wtjr 褤 裞
wtju 裋
wtk 衵
wtka 袒 襳 襢
wtkb 裡 褈
wtkc 裶
wtkd 实时
wtke 空间电荷 褝 襌
wtkf 裸
wtkg 襛
wtki 袖
wtkk 褿 裮
wtkl 褞
wtkm 安度晚年
wtkr 褐 複
wtkt 安装时间
wtku 实业 襆 襥
wtkx 裆
wtkz 褸 褗 裺
wtl 袡
wtlb 袡 衻 褠
wtlc 袓
wtlg 褍
wtlj 宫门口
wtlk 襘
wtll 襩
wtlm 襒
wtlo 衲
wtls 家庭财产
wtlt 襹
wtlv 实用
wtlz 褵
wtm 衽
wtmb 衽 袵
wtmg 袄
wtmk 实利 袾 袮
wtml 褴 襤 裇
wtmo 袟
wtmr 实物
wtms 衱
wtmy 袘
wtna 实例
wtnb 家庭住址
wtnc 裑
wtnd 袝 裫
wtne 裨
wtnf 实体 襍
wtnk 家庭作业 袙
wtnr 实像
wto 袷
wtoi 实行 裄
wtoj 裕 褣
wtok 襮
wtom 襷
wton 衸
wtoo 襝 裌 裲 襧 襔
wtop 袗 襂
wtor 裬
wtos 这次会议 襜
wtow 袊
wtox 寝食
wtoy 安装公司 衯
wtoz 衳
wtp 衫
wtpd 衫
wtpe 实质
wtpi 褫
wtpk 襎
wtq 褕
wtqk 褕
wtqs 袇 褹
wtr 褙
wtrg 过次页
wtrh 衹
wtri 襡
wtrj 实名 袼 袧
wtrl 襸 襰
wtrm 袶
wtro 裼
wtrq 褙
wtrr 裩 袳 襬 褦
wtrs 袛
wtrt 袀
wtry 实务 袍
wtsa 实证
wtsi 襱
wtsm 实施 实话
wtso 实效
wtsx 衿
wttc 冠状病毒
wttf 褲
wtth 裤
wttj 实况
wttk 裥
wtub 袢 褨
wtuc 实情
wtud 襨
wtug 襖 襚
wtul 遮盖
wtuu 裧
wtuy 裷
wtuz 实数 褛
wtvs 速度计
wtvt 速度滑冰
wtvu 适应性
wtwf 褳 褌
wtwh 寝室 裢 裈
wtwl 褊 褅
wtwm 袐
wtwo 袕
wtwr 衴 袉
wtwx 褪
wtx 裙
wtxf 褬
wtxg 袂
wtxi 被
wtxj 裙
wtxk 襇
wtxo 实验 裉
wtxq 襉
wtxs 衩 袚 袯
wtxw 褪
wtxx 裰
wtxz 褄
wtya 裤子
wtyb 实际
wtyd 初
wtyg 褉
wtyi 衪
wtyj 袑
wtym 实力
wtyn 褶
wtyq 襏
wtyt 实习
wtyy 褟
wtze 家庭经营
wtzf 空间结构 褋
wtzg 褖
wtzj 袽
wtzn 家庭出身 裗
wtzy 袎
wtzz 袦 袨
wu 道
wuac 完美无瑕
wuam 完美无缺
wuar 迸裂
wuau 遂平
wub 袢
wubj 道喜
wubn 襟怀坦白
wubs 逆境
wubu 递增
wuby 道教
wubz 送去
wuc 祥
wuce 逆耳
wuck 道理
wud 遵
wudd 穿着打扮
wudk 遗憾的是
wue 迸
wues 灾荒
wuev 迷茫
wuey 追悔莫及
wuf 迷
wufd 遵 遒
wufo 送检
wufr 迷雾
wug 送
wugd 送
wugq 遂
wuhb 逆转
wuhj 迷惑
wuhk 送到
wuho 灾区
wuhv 心怀叵测
wuio 追悼会
wuir 送餐
wuiv 道上
wujj 逆回
wujr 道路 迷路
wujy 送别
wuk 禅
wukg 道光
wukk 遂昌
wuky 遵照
wukz 送电
wulj 心惊肉跳
wulz 道县
wume 递升
wumh 心慈手软
wumm 灾年
wumo 迷失
wun 道
wund 遂川 導
wunj 噵
wunl 道
wunr 送货 遵化 迷你
wuns 迷信
wuo 灾
wuod 送入 迷人
wuoe 道德
wuof 定性分析
wuoi 逆行 送行 遂行
wuok 心情舒畅 穿着入时
wuoo 遵从
wuop 遵循
wuos 送往
wupf 迷彩
wups 迷航
wupy 道孚
wuqo 逆风
wur 遴
wurm 遴
wusk 军火交易
wusl 逆市
wusm 心烦意乱
wusn 道谢
wuso 送交 递交 道义 遵义
wusq 心悦诚服
wusw 迷恋
wuth 递减
wutk 道闸
wuu 禚
wuub 逆差
wuuc 灾情
wuud 完善的
wuue 迷糊
wuul 迷惘
wuux 道歉
wuvk 迷漫
wuvp 遂溪
wuvs 逆流
wuwa 遂宁
wuwb 递进 禅宗
wuwc 灾害 通情达理
wuwd 遵守
wuwj 灾祸 迷宫
wuwk 送审
wuwm 遴选
wuwo 守恒定律 迷途
wuwu 递送
wuwz 送礼
wuxi 审美观点
wuxn 灾难
wuy 递
wuyh 灾民
wuyj 递加
wuyz 递
wuz 逆
wuzi 逆
wuzo 送给
wuzq 遡
wuzv 迸发
wv 逃
wvaf 选举权
wvah 运河区
wvai 这下
wvam 空洞无物
wvau 被誉为
wvav 这一 选举法
wvbg 这项
wvbo 逃走
wvbw 宪法规定
wvbz 这却
wvdm 这才
wvdr 这批
wveq 逃散
wves 逃荒
wvfs 祝酒词
wvfu 这样
wvgb 神州大地
wvhk 逃到
wvij 这点
wvil 过滤网
wvir 这些
wvje 塞浦路斯
wvjr 逃跑
wvjw 视觉器官
wvkb 这里
wvkd 这时
wvke 过渡时期
wvkh 运油车
wvkm 逤
wvkp 运油船
wvkv 这是
wvlh 定滑轮
wvmj 这种
wvmm 这笔
wvmu 逃税
wvmz 这么 违法乱纪
wvnc 这段
wvns 福州市
wvny 宪法修改委员会
wvoa 逃命
wvos 逃往
wvou 违法行为
wvov 这个
wvql 违法犯罪
wvqu 逃脱
wvqy 逃犯
wvr 窕
wvrd 逃 这儿
wvrf 这条
wvrj 逃逸
wvsh 逃亡
wvsj 这就 心满意足
wvsk 客流量
wvso 逃离
wvtr 这次 这将
wvug 这类
wvup 巡洋舰
wvvg 还没有
wvvw 逃学
wvwg 这家
wvwh 远洋运输
wvwj 逃窜
wvwp 逃遁
wvww 违法必究
wvwx 逃避
wvwy 这边
wvxn 逃难
wvzs 额济纳旗
ww 密
wwa 冖
wwac 寂寞无聊
wwae 罕
wwag 冡
wwaj 穷途末路
wwak 辽宁省
wwaq 寥寥无几
wwax 进退两难
wwbb 密封
wwbh 边远地区
wwbk 客运量
wwbm 逆运算
wwbn 视察工作 安心工作
wwbq 空穴来风
wwbs 额定功率
wwbv 遍地
wwbz 密云
wwcc 安安静静
wwcn 追究责任
wwco 心安理得 退避三舍
wwcw 逃避现实
wwcx 冣
wwdc 逆定理
wwdw 密探
wweb 空军基地
wwew 安家落户
wwfe 密植
wwff 密林 冧
wwfg 顐
wwfk 運 軍
wwfr 心心相印 鶤
wwfw 運
wwfx 皸
wwfy 鄆
wwgg 实实在在
wwgl 幂 冪 遍布 密布
wwgs 冢
wwgt 豁达大度
wwgw 心神不定
wwgx 密码
wwh 军
wwhe 军
wwhl 祁连山
wwhx 皲
wwhy 密切 郓
wwir 蜜蜂
wwix 冦
wwj 冨
wwjk 冨
wwjo 达官贵人
wwjw 冤家路窄
wwjz 安定团结
wwka 密匙
wwkk 祖祖辈辈
wwkw 通过鉴定
wwkx 宇宙观
wwkz 视神经 宇宙线
wwl 遍
wwlc 冝
wwld 遍
wwlj 透视图
wwll 近视眼 远视眼 密山 冚
wwlz 密县
wwm 蜜
wwmb 牢牢地
wwmc 定额管理
wwmm 安安稳稳 逃之夭夭
wwmp 还必须
wwms 客户端
wwmx 客户群
wwnf 密集
wwni 隺
wwnm 密件
wwnq 心宽体胖
wwnr 鹤 鶴 冟
wwns 密信
wwny 被迫自卫
wwo 罙
wwof 罙
wwol 遵守合同 覭
wwow 鼆 密令
wwoy 鄍
wwpq 密钥
wwps 密瓜
wwq 肎
wwqd 冗
wwqv 蜜月
wwqy 蜜丸
wwqz 军容风纪
wwr 冠
wwrd 冠 冘 ⺳
wwrh 农
wwrk 沊
wwrr 鸩 迱 鴆
wwrs 冤
wwru 冩
wwry 褪色 邥
wwse 密谋
wwsk 安家立业
wwso 冥
wwsu 密谈
wwtd 密闭
wwtg 神通广大
wwts 通过决议
wwtv 密度
wwu 邃
wwuf 冞
wwug 邃
wwur 安道尔
wwuz 遍数
wwvf 被选举权
wwvr 逍遥法外
wwvy 通过学习
wwwk 通宵达旦
wwww 家家户户
wwx 褪
wwxj 连通器
wwxu 交通灯
wwy 逭
wwyf 写字楼 写字板
wwym 遍及
wwys 瓭
wwyz 写字台
wwza 写
wwzg 空心砖
wwzn 鼏
wwzo 进退维谷
wwzx 迅速发展
wwzy 密级
wx 被
wxa 黽
wxae 避开
wxaj 通融
wxb 迳
wxbb 退款
wxbh 通城
wxbi 迳
wxbo 客观规律
wxbs 窘境
wxby 退场
wxbz 被动 退却
wxcb 退耕
wxci 禄丰
wxcj 退职
wxdf 逮捕 被捕
wxdm 实验报告 宏观控制
wxdr 退换
wxdy 通报
wxe 裾
wxek 宏观世界
wxeo 农展馆
wxfb 通票
wxfl 遐想
wxfo 通榆
wxg 袂
wxgg 客观存在
wxhe 通车
wxhk 迟到
wxhy 避邪
wxhz 实验成绩
wxi 被
wxik 退步
wxj 避
wxjf 被困
wxjj 退回
wxjm 違
wxjr 退路 通路
wxjs 避
wxju 邆
wxk 逮
wxkb 避暑 完璧归赵
wxke 迟早
wxkm 遲
wxkq 通明
wxkv 逮 逯
wxkw 通常
wxky 通畅 通邮
wxkz 通电
wxl 通
wxld 通
wxli 客观上
wxll 通山
wxls 退赔
wxlt 退赃
wxlv 通用
wxlz 通县
wxm 迉
wxmc 宏观管理
wxmj 通知 通告 被告
wxml 遹
wxmm 通敌
wxmr 通称
wxmu 退税
wxmy 通气 家属院
wxnb 退伍
wxne 通牒 通什
wxnf 退休
wxng 通顺
wxnj 通向
wxno 通俗 被偷
wxnp 被俘
wxnr 退货 退化 通货 通化
wxns 通信 逮住 退位
wxnx 通假
wxo 退
wxof 被杀
wxoi 通行
wxoq 退役
wxos 通往
wxow 通令 实验室
wxpa 退后
wxph 迟钝
wxpl 通盘
wxps 通航
wxqc 通胀
wxqo 通风 避风
wxre 突尼斯
wxrj 避免
wxrk 安居乐业
wxrm 迟疑
wxrr 迡
wxs 迟
wxsb 避讳
wxsd 宏观调控
wxse 通读 宏观调节 遟
wxsi 退让
wxsj 迟误
wxsm 通话
wxsu 通商
wxsy 通讯
wxta 通病
wxte 退席
wxtn 家居装修
wxto 家居装饰
wxtr 被盗
wxu 遅
wxuc 遅
wxug 通关
wxuh 退烧
wxuk 被单
wxuo 退火
wxve 迟滞
wxvk 通渭
wxvn 通州
wxvr 心灵深处
wxvw 退学 空对空
wxwc 被害
wxwd 通过
wxwg 退还 通达 被褥
wxwj 被窝
wxwk 通宵
wxwn 被迫 窘迫
wxwu 通道
wxwx 迟迟 害群之马
wxwy 窟窿 通辽
wxx 裰
wxxe 退居
wxxl 通观
wxxn 避难
wxxx 遐 逫
wxy 鄳
wxya 被子 裙子
wxym 迟延 避孕
wxyo 避险
wxz 窟
wxzb 通红
wxzj 通缉
wxzp 迟缓
wxzr 通婚
wxzs 通统
wxzu 避嫌
wxzv 宏观经济
wxzw 退缩
wxzz 退出
wy 初
wya 字
wyae 字形 字型 军费开支
wyaj 官吏
wyam 富民政策
wyaw 迈阿密
wyb 遐
wybc 实际增长
wybh 边疆地区
wybi 实际上
wybn 实际工作
wybs 边境
wycj 官职
wyd 辺 初
wyda 迅捷
wydx 字据
wye 迅
wyed 迅
wyee 穷苦
wyeo 選
wyeq 初期
wyey 字节
wyfe 字模
wyfh 边框
wyfj 辽西
wyfm 裸子植物 被子植物
