name=拼音
key=abcdefghijklmnopqrstuvwxyz
len=63
wildcard=?
pinyin=1
split='
hint=0
update=1
user=pinyin.usr
assist=mb/yong.txt 2
xueji 血迹 学籍
xuejia 雪茄 削价 学家
xuejian 削减
xuejiang 血浆
xuejie 学界
xuejing 雪景
xuejiu 学究
xuejiushi 学究式
xuejun 学军
xuekan 学刊
xueke 学科
xuekefenlei 学科分类
xuekezhishi 学科知识
xuele 学了
xuelei 血泪
xueleifeng 学雷锋
xueli 学历 学理
xuelian 雪莲 学联
xueliang 雪亮
xuelihong 雪里蕻
xueling 学龄
xuelingertong 学龄儿童
xuelingqian 学龄前
xuelingqianertong 学龄前儿童
xueliu 血流
xueliuchenghe 血流成河
xueliuruzhu 血流如注
xuelu 血路
xuemai 血脉
xuemei 学妹
xueming 学名
xuenian 学年
xuenongyushui 血浓于水
xuepai 学派
xuepian 雪片
xueping 削平
xuepo 血泊
xueqi 学期 血气
xueqianjiaoyu 学前教育
xueqiao 雪橇
xueqifanggang 血气方刚
xueqin 血亲
xueqing 血清
xueqiu 雪球 血球
xuequ 学区
xueren 雪人
xueronghua 雪绒花
xuerou 血肉
xuerouhengfei 血肉横飞
xuerouxianglian 血肉相连
xueruo 削弱
xuese 血色
xueshan 雪山
xueshangjiashuang 雪上加霜
xueshe 学舌
xueshen 雪深
xuesheng 学生
xueshenghui 学生会
xueshengmen 学生们
xueshengyundong 学生运动
xueshengzheng 学生证
xueshengzu 学生族
xueshengzuzhi 学生组织
xueshi 学士 学时 学识
xueshou 削瘦 血手
xueshu 学术 血书
xueshubaogao 学术报告
xueshuguandian 学术观点
xueshuhuiyi 学术会议
xueshui 雪水
xueshujiaoliu 学术交流
xueshujie 学术界
xueshulunwen 学术论文
xueshunianhui 学术年会
xueshuo 学说
xueshusixiang 学术思想
xueshutaolunhui 学术讨论会
xueshutuanti 学术团体
xueshuxing 学术性
xueshuyanjiu 学术研究
xueshuyantaohui 学术研讨会
xuesi 血丝
xuesong 雪松
xuetang 学堂 血糖
xuetian 雪天
xuetieruni 削铁如泥
xuetong 血统
xuetou 噱头
xuetu 学徒
xuetugong 学徒工
xuewei 学位 穴位
xuewen 学问
xuewu 学武 血污
xuexi 学习 血洗
xuexiao 学校
xuexiban 学习班
xuexicailiao 学习材料
xuexichong 血吸虫
xuexichongbing 血吸虫病
xuexijihua 学习计划
xuexing 血腥 血型 血性
xuexitihui 学习体会
xuexizhe 学习者
xuexue 学学
xuexuekan 学学看
xueya 血压 学呀
xueyang 血样
xueye 血液 学业 雪夜
xueyi 学艺
xueyibujing 学艺不精
xueyizhiyong 学以致用
xueyongyizhi 学用一致
xueyou 学友
xueyousuochang 学有所长
xueyousuocheng 学有所成
xueyousuoyong 学有所用
xueyu 雪域 鳕鱼 血雨
xueyuan 学院 雪原 血缘 学员 学苑
xueyuxingfeng 血雨腥风
xuezai 雪灾
xuezhai 血债
xuezhan 血战 血站 雪战
xuezhang 学长 雪仗
xuezhe 学者 学着
xuezhi 学制 血脂
xuezhongsongtan 雪中送炭
xuezi 学子 靴子
xuezushilv 削足适履
xufa 须发
xufang 需方
xufei 续费
xufu 虚浮 虚付
xugao 虚高
xugou 虚构
xuhan 虚汗 虚焊 虚寒
xuhang 续航
xuhanwennuan 嘘寒问暖
xuhao 序号
xuhong 蓄洪
xuhua 虚化
xuhuairuogu 虚怀若谷
xuhuan 虚幻
xuhuangyiqiang 虚晃一枪
xuhui 徐汇
xuhuiqu 徐汇区
xuhuo 虚火
xuji 续集 蓄积 叙及
xujia 虚假 续加 虚价 徐家
xujiahui 徐家汇
xujian 续建 虚减
xujiang 需将 须将
xujie 续借
xujing 须经 虚惊
xujiu 许久 叙旧 酗酒
xuke 许可
xukezheng 许可证
xukezhenghao 许可证号
xukong 虚空
xukua 虚夸
xulie 序列 虚列
xuliehao 序列号
xuling 虚领
xuliya 叙利亚
xulun 序论 绪论
xumei 须眉
xumian 絮棉
xuming 虚名
xumou 蓄谋
xumouyijiu 蓄谋已久
xumu 序幕 畜牧
xumuye 畜牧业
xun 训 讯 寻 迅 询 巡 逊 循 旬 熏 勋 驯 荤 殉 醺 巽 徇 埙 荀 峋 洵 薰 汛 郇 曛 窨 恂 獯 浔 鲟 蕈 浚 荨 珣
xunba 逊把
xunbao 寻宝 旬报
xunbu 巡捕
xuncha 巡查
xunchang 寻常
xuncheng 巡城
xunchi 训斥
xunci 训词
xundao 寻到 训导
xunde 熏得 寻得 逊的
xundian 寻甸
xunfang 寻访
xunfu 驯服 巡抚
xungen 寻根
xungenwendi 寻根问底
xunguidaoju 循规蹈矩
xunguo 殉国
xunhang 巡航
xunhao 讯号
xunhei 熏黑
xunhu 寻呼
xunhua 训话 驯化
xunhuan 循环
xunhuansai 循环赛
xunhuanzuole 寻欢作乐
xunhuawenliu 寻花问柳
xunhui 巡回
xunhuiyanchu 巡回演出
xunhuizhanlan 巡回展览
xuni 虚拟
xunji 迅即 寻机 熏鸡
xunjia 询价
xunjie 迅捷 训诫
xunjing 巡警
xunkan 旬刊
xunke 逊克
xunleibujiyaner 迅雷不及掩耳
xunleibujiyanerzhishi 迅雷不及掩耳之势
xunli 巡礼
xunlian 训练
xunlianban 训练班
xunlianbaozhang 训练保障
xunlianchang 训练场
xunliandagang 训练大纲
xunlianfangfa 训练方法
xunlianrenwu 训练任务
xunlianying 训练营
xunlianyousu 训练有素
xunlianzhidu 训练制度
xunling 训令
xunluo 巡逻
xunluochuan 巡逻船
xunma 驯马
xunmeng 迅猛
xunmengfazhan 迅猛发展
xunmi 寻觅
xunmo 旬末
xunnan 殉难
xunqi 汛期
xunqing 殉情 徇情 汛情
xunqiu 寻求
xunran 熏染
xunren 寻人 训人
xunrenqishi 寻人启事
xunse 逊色
xunshao 巡哨
xunshi 巡视
xunsi 寻思 徇私
xunsimihuo 寻死觅活
xunsiwubi 徇私舞弊
xunsu 迅速
xunsufazhan 迅速发展
xunsuzengzhang 迅速增长
xuntao 熏陶
xunuo 许诺
xunwen 询问 讯问 寻问
xunwu 寻物
xunxi 讯息
xunxiang 熏箱
xunxin 寻衅
xunxing 巡行
xunxu 循序
xunxujianjin 循序渐进
xunxunshanyou 循循善诱
xunyan 巡演
xunyang 驯养 旬阳
xunyangjian 巡洋舰
xunye 巡夜
xunyicao 薰衣草
xunyu 逊于
xunzang 殉葬
xunzhan 巡展
xunzhang 勋章
xunzhangzhaiju 寻章摘句
xunzhao 寻找
xunzhen 巡诊
xunzhi 寻址 殉职
xunzu 寻租
xupang 虚胖
xupei 许配
xupian 续篇
xupin 续聘
xuqi 续期
xuqian 续签
xuqingjiayi 虚情假意
xuqiu 需求
xuqiufenxi 需求分析
xuqiuliang 需求量
xuqu 序曲
xuri 旭日
xurong 虚荣
xurongxin 虚荣心
xurun 徐润
xuruo 虚弱
xushan 恤衫
xushang 续上
xushe 虚设 需设
xusheng 嘘声
xushi 叙事 虚实 蓄势
xushou 虚收
xushu 叙述 虚数 序数
xushui 蓄水 徐水
xushuichi 蓄水池
xushuo 叙说
xusong 须送
xusui 虚岁
xusun 虚损
xutan 叙谈
xuti 虚提
xutuo 虚脱
xuwan 续完
xuwang 虚妄
xuwei 虚伪
xuweiyidai 虚位以待
xuwen 序文 续文
xuwu 虚无
xuxia 许下
xuxian 虚线 续弦 许仙
xuxiang 须向 虚像
xuxie 续写
xuxin 虚心
xuxu 徐徐
xuxuduoduo 许许多多
xuxurusheng 栩栩如生
xuxushishi 虚虚实实
xuyan 序言 绪言 虚掩
xuyang 蓄养 畜养
xuyao 需要
xuyaoliang 需要量
xuyi 蓄意
xuyinggushi 虚应故事
xuyong 需用 须用 叙永
xuyou 须有 需有 须由
xuyu 须臾 需与 絮语
xuyuan 许愿
xuyue 续约
xuyun 虚云
xuyuweiyi 虚与委蛇
xuzai 须在
xuzeng 虚增
xuzhang 虚张
xuzhangshengshi 虚张声势
xuzhi 须知 需知
xuzhimo 徐志摩
xuzhong 续重
xuzhou 徐州
xuzhoushou 徐州市
xuzhuan 虚转
xuzhuang 絮状
xuzu 续租
xuzuo 须作
y 一 有 也 要 与
ya 压 亚 讶 雅 牙 呀 押 涯 鸦 哑 鸭 崖 丫 芽 衙 轧 痖 睚 娅 蚜 伢 疋 岈 琊 垭 揠 迓 桠 氩 砑 吖 玡
yaan 雅安
yaba 哑巴
yabao 押宝
yabuzhu 压不住
yacha 轧差
yachi 牙齿
yachong 蚜虫
yachu 压出
yachuang 牙床
yadai 压带 轧带
yadan 鸭蛋
yadang 亚当
yadao 压倒
yadaoduoshu 压倒多数
yadaoyiqie 压倒一切
yade 鸭的
yadi 压低
yadian 雅典
yadianna 雅典娜
yadiao 牙雕
yading 亚丁
yadong 亚东
yaerbufu 压而不服
yafei 亚非
yafen 牙粉
yafeng 牙缝
yafu 压服
yagao 牙膏
yagen 压根
yagou 鸭钩
yaguan 雅观 牙关
yahao 雅号
yahou 押后
yahu 雅虎
yahuan 丫环
yahui 押汇
yaji 压机 牙祭
yajia 压价
yajiada 雅加达
yajiang 雅江
yajiao 压脚
yajie 押解
yajin 押金 压紧
yajing 压境
yajinsai 亚锦赛
yaju 哑剧
yajun 亚军
yake 牙科
yakouwuyan 哑口无言
yakua 压垮
yakuan 押款
yalabowan 亚拉伯湾
yali 压力 鸭梨
yalian 亚联
yaliang 雅量
yaling 哑铃
yalishanda 亚历山大
yalishiduode 亚里士多德
yalujiang 鸭绿江
yaluzangbujiang 雅鲁藏布江
yalvjiang 鸭绿江
yama 亚麻
yamaijia 牙买加
yamaxun 亚马逊
yamei 亚美
yameiniya 亚美尼亚
yamen 衙门
yami 哑谜
yan 言 眼 演 延 严 岩 研 烟 验 沿 掩 颜 厌 炎 燕 阎 宴 盐 咽 雁 焰 艳 焉 淹 衍 阉 奄 谚 俨 檐 蜒 彦 腌 焱 晏 唁 妍 砚 嫣 胭 湮 筵 堰 赝 餍 鼹 芫 偃 魇 闫 崦 厣 剡 恹 阏 兖 郾 琰 罨 鄢 谳 滟 阽 鼽 酽 菸 匽 埏 埯 庵 揞 殷 氤 涎 莶 蔫 覃 讠 趼 锬 靥
yanan 延安 沿岸
yanbaba 眼巴巴
yanban 严办
yanbao 延报
yanbei 燕北 雁北
yanbi 掩蔽
yanbian 演变 沿边 延边
yanbing 眼病
yanbixin 言必信
yanbo 烟波 演播
yanboting 演播厅
yanbu 眼部
yanbujianweijing 眼不见为净
yanbujiyi 言不及义
yanbuyouzhong 言不由衷
yancai 腌菜
yancang 掩藏
yancao 烟草
yanceng 岩层
yancha 严查 岩茶 验查
yanchan 眼馋
yanchang 演唱 延长 盐场
yanchanghui 演唱会
yanchangxian 延长线
yanchen 烟尘
yancheng 严惩
yanchengbudai 严惩不贷
yanchi 延迟
yanchou 眼瞅
yanchu 演出 严处
yanchuan 言传 延川
yanchuanshenjiao 言传身教
yanchubixing 言出必行
yanchuo 验戳
yanchutuan 演出团
yanci 言词 严词
yancijujue 严词拒绝
yancong 烟囱
yanda 严打
yandai 烟袋
yandi 眼底 烟蒂
yandian 唁电
yandong 严冬 岩洞
yandou 烟斗
yandu 研读
yanei 衙内
yaner 燕儿
yaneryouxin 言而有信
yanerdaoling 掩耳盗铃
yanfa 研发
yanfabu 研发部
yanfan 厌烦 烟贩
yanfang 严防 验方
yanfangsishou 严防死守
yanfen 盐分
yanfu 眼福 严复
yang 样 扬 洋 仰 阳 央 杨 养 羊 痒 漾 氧 鸯 秧 殃 泱 恙 疡 烊 佯 鞅 怏 徉 炀 蛘 旸 钖 飏 垟
yangai 掩盖
yangan 烟感
yangang 烟缸
yangaoshoudi 眼高手低
yangban 样板
yangben 样本
yangbi 漾濞
yangbing 养病 养兵
yangbingqianriyongbingyishi 养兵千日用兵一时
yangbo 仰脖
yangce 样册
yangchang 扬长
yangchangbiduan 扬长避短
yangchangerqu 扬长而去
yangchangxiaodao 羊肠小道
yangcheng 养成 佯称 羊城
yangchuang 样窗
yangchun 阳春
yangcong 洋葱
yangda 养大
yangdai 样带
yangdian 阳电
yangdong 佯动
yange 严格 阉割 沿革
yangeguanli 严格管理
yangejilv 严格纪律
yanger 样儿
yangerfanglao 养儿防老
yangezunshou 严格遵守
yangfan 扬帆
yangfang 洋房
yangfen 养分
yangfeng 养蜂
yangfengyinwei 阳奉阴违
yangfu 养父
yangfumu 养父母
yanggai 佯改
yanggang 阳刚
yanggao 羊羔
yangge 秧歌
yanggong 佯攻
yanggou 养狗
yanggu 阳谷
yangguan 阳关
yangguandao 阳关道
yangguang 阳光 仰光
yangguangmingmei 阳光明媚
yangguizi 洋鬼子
yanghang 央行 洋行
yanghao 养好
yanghu 养护
yanghua 氧化 养花
yanghuai 洋槐
yanghuamo 氧化膜
yanghuawu 氧化物
yanghuo 养活 洋货
yangji 样机 养鸡 阳极 殃及
yangjia 养家
yangjiahukou 养家糊口
yangjiajiang 杨家将
yangjian 阳间
yangjiang 阳江
yangjiao 仰角
yangjichang 养鸡场
yangjichiyu 殃及池鱼
yangjingxurui 养精蓄锐
yangjiu 洋酒
yangju 阳具
yangkuan 样款
yanglai 仰赖
yanglao 养老
yanglaobaoxian 养老保险
yanglaojin 养老金
yanglaoyuan 养老院
yanglufei 养路费
yangle 养了
yangli 阳历
yangliao 养料
yangliu 杨柳
yangliyangqi 洋里洋气
yanglizi 阳离子
yanglu 养路
yangmao 羊毛 样貌
yangmaoshan 羊毛衫
yangmei 杨梅
yangmeituqi 扬眉吐气
yangmian 仰面
yangmiao 秧苗
yangming 扬名
yangmingliwan 扬名立万
yangmu 仰慕
yangnian 羊年
yangniao 养鸟
yangniu 养牛
yangnu 洋奴
yangnv 养女
yangong 盐工
yangpi 羊皮
yangpian 样片
yangpin 样品
yangpu 杨浦 洋浦
yangpuqu 杨浦区
yangqi 氧气 仰起 扬弃
yangqiang 洋枪
yangqiping 氧气瓶
yangqiu 央求
yangren 洋人
yangrong 羊绒
yangrou 羊肉
yangrouchuan 羊肉串
yangruhukou 羊入虎口
yangsan 阳伞
yangsen 杨森
yangshan 阳山
yangshang 养伤 养上
yangshen 养神
yangsheng 养生 扬声
yangshengqi 扬声器
yangshengzhidao 养生之道
yangshi 样式 央视 仰视
yangshou 仰首
yangshu 杨树 样书
yangshui 氧水
yangshuo 阳朔
yangtai 阳台
yangtian 秧田
yangtou 仰头
yangtuo 央托
yanguan 严管
yanguang 眼光 验光
yanguanliulu 眼观六路
yangui 烟鬼
yanguizhengzhuan 言归正传
yanguobamao 雁过拔毛
yanguoliusheng 雁过留声
yangwang 仰望
yangwawa 洋娃娃
yangwei 阳痿 扬威
yangweizhongyong 洋为中用
yangwo 仰卧
yangwoqizuo 仰卧起坐
yangwu 洋务
yangwupai 洋务派
yangwuyundong 洋务运动
yangxiang 洋相
yangxing 阳性
yangxiong 扬雄
yangyan 扬言 养眼
yangyang 样样 痒痒
yangyangdaguo 泱泱大国
yangyangde 痒痒的
yangyangergui 怏怏而归
yangyangerhui 怏怏而回
yangyangsasa 洋洋洒洒
yangyao 洋药
yangyi 洋溢
yangyong 仰泳 杨勇
yangyongyihuan 养痈贻患
yangyu 养育 养鱼
yangyuhuan 杨玉环
yangzao 羊枣
yangzhang 仰仗 样张
yangzhi 养殖
yangzhichang 养殖场
yangzhimianji 养殖面积
yangzhimigao 仰之弥高
yangzhiye 养殖业
yangzhong 扬中
yangzhou 扬州
yangzhoushi 扬州市
yangzhu 养猪
yangzhuang 佯装
yangzhuchang 养猪场
yangzi 样子 养子
yangzijiang 扬子江
yangzunchuyou 养尊处优
yanhai 沿海
yanhaididai 沿海地带
yanhaidiqu 沿海地区
yanhaijingji 沿海经济
yanhaikaifangchengshi 沿海开放城市
yanhan 严寒
yanhe 沿河 言和 烟盒
yanhong 眼红 殷红
yanhou 咽喉 延后
yanhu 掩护 盐湖
yanhua 烟花 眼花 演化
yanhualiaoluan 眼花缭乱
yanhuan 延缓
yanhuang 炎黄
yanhuangzisun 炎黄子孙
yanhui 宴会 烟灰
yanhuigang 烟灰缸
yanhuiting 宴会厅
yanhuo 焰火 烟火 验货
yanji 演技 延吉
yanjia 严加 盐价 烟价
yanjiachengchu 严加惩处
yanjian 眼见 盐碱 眼睑
yanjiande 眼见得
yanjiandi 盐碱地
yanjiang 演讲 沿江 岩浆
yanjiangci 演讲词
yanjianggao 演讲稿
yanjiangji 演讲集
yanjianyigai 言简意赅
yanjianyiming 言简意明
yanjiao 眼角
yanjie 眼界 沿街
yanjin 严禁 严谨 演进
yanjing 眼睛 眼镜 燕京
yanjishoukuai 眼疾手快
yanjiu 研究 烟酒
yanjiubaogao 研究报告
yanjiuchengguo 研究成果
yanjiugongzuo 研究工作
yanjiuhui 研究会
yanjiujigou 研究机构
yanjiurenyuan 研究人员
yanjiusheng 研究生
yanjiusuo 研究所
yanjiuyuan 研究院 研究员
yanjiuzhongxin 研究中心
yanjiuziliao 研究资料
yanjuan 厌倦 烟卷
yanjuaner 烟卷儿
yanjun 严峻
yankan 眼看 验看
yankanzhe 眼看着
yanke 眼科 严苛
yankexue 眼科学
yankou 檐口
yanku 严酷
yankuang 眼眶
yanle 演了 咽了 淹了
yanlei 眼泪
yanli 眼里 严厉 艳丽 眼力
yanlian 演练 眼帘
yanliang 炎凉
yanliangqu 阎良区
yanliao 颜料
yanlidaji 严厉打击
yanling 严令
yanlipiping 严厉批评
yanlu 沿路
yanlun 言论
yanlunziyou 言论自由
yanluo 阎罗
yanluowang 阎罗王
yanmai 掩埋 燕麦
yanmi 严密
yanmian 颜面
yanmie 湮灭
yanmin 烟民
yanming 严明 验明 言明
yanmo 淹没 湮没 研磨
yanmou 眼眸
yanmu 烟幕
yanmudan 烟幕弹
yanneng 焉能
yanni 研拟
yanpan 研判
yanpi 眼皮
yanpiao 验票
yanpin 赝品
yanqi 延期 厌弃 烟气
yanqian 眼前
yanqianliyi 眼前利益
yanqing 言情 宴请
yanqingxiaoshuo 言情小说
yanqiu 眼球
yanqixigu 偃旗息鼓
yanqu 盐区
yanquan 眼圈 烟圈
yanran 俨然 嫣然
yanre 炎热 眼热
yanren 阉人
yanrenermu 掩人耳目
yanrong 岩溶
yanru 俨如
yanse 颜色 眼色
yanshan 盐山
yanshang 验伤 盐商 沿上
yanshe 衍射
yanshen 眼神 延伸
yansheng 衍生 眼生 言声
yanshi 演示 延时 掩饰 岩石 厌世 严实
yanshiban 演示版
yanshou 验收 严守
yanshoubaogao 验收报告
yanshoujilv 严守纪律
yanshu 眼熟
yanshui 盐水 烟税
yanshuo 演说
yansi 淹死 烟丝
yansihefeng 严丝合缝
yansong 严嵩
yansu 严肃
yansuan 盐酸 演算 验算
yansuchuli 严肃处理
yantai 烟台 砚台
yantaishi 烟台市
yantan 言谈 盐滩
yantanhuayu 言谈话语
yantanjuzhi 言谈举止
yantao 研讨
yantaoban 研讨班
yantaohui 研讨会
yantaqu 雁塔区
yanti 掩体
yantian 盐田
yantianqu 盐田区
yantiao 眼跳
yantie 盐铁
yantingjicong 言听计从
yantong 烟筒
yantou 烟头
yantu 沿途 烟土
yantuo 延拓
yanwang 阎王
yanwo 燕窝
yanwu 厌恶 烟雾 延误
yanwumiman 烟雾弥漫
yanxi 演戏 演习 宴席 筵席 沿袭 研习
yanxia 眼下 炎夏 咽下 眼瞎
yanxian 沿线 验线 艳羡
yanxiaoyunsan 烟消云散
yanxiazhiyi 言下之意
yanxing 言行 严刑
yanxingyizhi 言行一致
yanxiu 研修
yanxiuban 研修班
yanxu 延续
yanxue 验血 厌学
yanyan 炎炎 咽炎
yanyang 艳阳
yanyanshishi 严严实实
yanyanyixi 奄奄一息
yanyao 眼药
yanye 烟叶 盐业
yanyi 演绎 演艺 演义
yanyijie 演艺界
yanyilvji 严以律己
yanyin 烟瘾
yanying 掩映 眼影
yanyiquan 演艺圈
yanyong 沿用
yanyongzhijin 沿用至今
yanyouweijin 言犹未尽
yanyouzaier 言犹在耳
yanyu 言语 艳遇 谚语 严于 烟雨
yanyuan 演员
yanyun 眼晕
yanzhan 延展 厌战
yanzhao 艳照 眼罩 燕赵
yanzhe 沿着
yanzhen 雁阵
yanzheng 验证 严正 炎症
yanzhengma 验证码
yanzhengzheng 眼睁睁
yanzhenyidai 严阵以待
yanzhewuzui 言者无罪
yanzhi 研制 胭脂 腌制
yanzhichenggong 研制成功
yanzhifeifu 焉知非福
yanzhiyouli 言之有理
yanzhizaozao 言之凿凿
yanzhong 严重 眼中 言重
yanzhongding 眼中钉
yanzhonghouguo 严重后果
yanzhongsunshi 严重损失
yanzhongweihai 严重危害
yanzhongxing 严重性
yanzhou 兖州
yanzhu 眼珠
yanzhuzi 眼珠子
yanzi 燕子 验资 晏子
yanzou 演奏
yanzoujia 演奏家
yanzui 烟嘴
yao 要 药 遥 摇 耀 邀 腰 咬 妖 姚 尧 谣 瑶 窑 夭 肴 吆 钥 侥 杳 窈 鹞 曜 舀 铫 幺 爻 徭 繇 鳐 珧 轺 崾 么 洮 瀹 约 垚 峣 靿
yaoai 要隘
yaoan 要案 要按
yaoba 要把
yaobai 摇摆
yaobao 腰包
yaobaochi 要保持
yaobei 要被
yaobi 要比
yaobu 要不 腰部
yaobude 要不得
yaoburan 要不然
yaobushi 要不是
yaobuyao 要不要
yaocai 药材
yaocao 药草
yaoce 遥测
yaochang 药厂
yaochanwanguan 腰缠万贯
yaochi 要吃 瑶池
yaochong 要冲
yaochuan 谣传
yaochuang 摇床
yaocong 要从
yaodai 腰带
yaodang 摇荡
yaodao 要到 要道 摇到
yaodaobingchu 药到病除
yaodeng 要等
yaodi 要地
yaodian 要点 药店
yaodifangkong 要地防空
yaoding 咬定
yaodong 摇动 窑洞
yaoduan 要端
yaodui 要对
yaoduo 要多
yaofan 要饭 要犯
yaofang 药房 药方
yaofei 药费
yaofen 药粉
yaofeng 妖风
yaogan 遥感 摇杆
yaoganjishu 遥感技术
yaogao 要高 要搞 药膏
yaogei 要给
yaogong 邀功 窑工
yaoguai 妖怪
yaoguan 药罐
yaogun 摇滚
yaohai 要害
yaohan 摇憾
yaohao 要好 摇号
yaohe 要和 吆喝
yaohua 要花 腰花
yaohuang 摇晃
yaoji 药剂
yaojia 要价
yaojian 腰间 要件 要见
yaojiang 要将 摇奖
yaojiao 要叫
yaojie 要解 妖界 窑姐
yaojilaosun 腰肌劳损
yaojin 要紧 咬紧 要劲
yaojing 妖精
yaojiu 药酒
yaoju 药具
yaokan 要看
yaokao 要靠
yaokong 遥控
yaokongqi 遥控器
yaoku 药库
yaolai 要来
yaolaihuangqu 摇来晃去
yaolan 摇篮
yaole 要了 咬了 摇了
yaoleyao 摇了摇 咬了咬
yaoli 药理
yaolian 要脸
yaoliang 药量
yaoling 要领
yaolixue 药理学
yaolu 窑炉
yaolue 要略
yaomai 要买
yaome 要么
yaomian 药棉
yaoming 姚明 要命
yaomo 妖魔
yaomoguiguai 妖魔鬼怪
yaomu 要目 耀目
yaoneng 要能
yaoni 要你
yaonie 妖孽
yaopian 药片
yaopin 药品
yaopo 咬破
yaopu 药铺
yaoqian 要钱
yaoqiang 要强
yaoqianshu 摇钱树
yaoqinahan 摇旗呐喊
yaoqing 邀请 要请
yaoqinghan 邀请函
yaoqingsai 邀请赛
yaoqingxin 邀请信
yaoqiu 要求
yaoqu 要去
yaorang 要让
yaorao 妖娆
yaoren 要人
yaosai 要塞
yaoshan 药膳
yaoshen 腰身
yaoshenyibian 摇身一变
yaoshi 要是 钥匙 要使 要事 药师
yaoshiertong 钥匙儿童
yaoshikou 钥匙扣
yaoshu 妖术
yaoshui 药水
yaoshun 尧舜
yaoshuo 要说
yaosi 要死
yaosu 要素
yaosuan 腰酸
yaota 要他 要她
yaotiao 窈窕
yaotong 要同
yaotou 摇头
yaotoubaiwei 摇头摆尾
yaotouhuangnao 摇头晃脑
yaou 亚欧
yaoudalu 亚欧大陆
yaowan 药丸
yaowang 遥望
yaowei 要为 腰围
yaowen 要问 要闻
yaowenjiaozi 咬文嚼字
yaowo 要我
yaowu 药物 要务
yaowuyangwei 耀武扬威
yaowuyinxin 杳无音信
yaowuzongying 杳无踪影
yaoxia 摇下
yaoxiang 要想 要向 药箱
yaoxianghuying 遥相呼应
yaoxie 要挟
yaoxing 药性
yaoya 咬牙
yaoyan 谣言 耀眼 妖艳
yaoyanhuozhong 妖言惑众
yaoyao 遥遥
yaoyaohuanghuang 摇摇晃晃
yaoyaolingxian 遥遥领先
yaoyaotou 摇摇头
yaoyaoyuzhui 摇摇欲坠
yaoyaqiechi 咬牙切齿
yaoye 药业 摇曳 妖冶
yaoyeshengzi 摇曳生姿
yaoyi 要以 徭役
yaoying 要赢
yaoyong 要用 药用
yaoyou 要有 要由
yaoyu 要与
yaoyuan 遥远 要员
yaozai 要在
yaozao 药皂
yaoze 要则
yaozhang 要账
yaozhe 咬着 夭折 摇着
yaozhi 要职 要旨 腰肢
yaozhu 咬住 遥祝
yaozhui 腰椎
yaozhuijianpan 腰椎间盘
yaozi 腰子 窑子 咬字 鹞子
yaozou 要走
yaozu 瑶族
yaozuo 要做
yapian 鸦片
yapianzhanzheng 鸦片战争
yapiao 鸭票
yapo 压迫
yaqian 牙签
yaqiang 压强
yaqu 雅趣
yaquan 压圈
yaquewusheng 鸦雀无声
yaran 哑然
yare 亚热
yaredai 亚热带
yarong 鸭绒
yasai 亚赛
yashang 押上
yashi 雅士
yashua 牙刷
yasi 雅思
yasong 押送
yasugongshang 雅俗共赏
yasui 压碎 压岁
yasuiqian 压岁钱
yasuo 压缩
yasuobao 压缩包
yatai 亚太
yataidiqu 亚太地区
yatelanda 亚特兰大
yateng 牙疼
yatiao 压条
yatong 牙痛
yatou 丫头
yatoupianzi 丫头片子
yaxia 压下
yaxiangdi 压箱底
yaxiaosuanyan 亚硝酸盐
yaxing 雅兴
yaxiya 亚细亚
yayaxueyu 牙牙学语
yayi 压抑 牙医 衙役
yayigan 压抑感
yayin 亚银
yayousuan 亚油酸
yayu 亚于 哑语
yayun 亚运 押韵 押运
yazai 压在
yazaixindi 压在心底
yazha 压榨
yazhang 压账
yazhe 压着 押着
yazhen 压阵 押阵
yazhi 压制 雅致
yazhou 亚洲
yazhoudiqu 亚洲地区
yazhouguojia 亚洲国家
yazhoujilu 亚洲纪录
yazhouqu 亚洲区
yazhouren 亚洲人
yazhu 压住
yazi 鸭子 涯子
yazibibao 睚眦必报
yazuan 牙钻
yazuo 雅座
ye 也 业 夜 爷 叶 野 页 液 耶 咽 曳 拽 掖 揶 噎 烨 冶 椰 腋 谒 邺 靥 晔 铘
yean 也按
yeba 也罢 也把
yeban 夜班
yebei 也被
yebi 也比
yebie 也别 业别
yebu 也不
yebujiande 也不见得
yebuliwai 也不例外
yebuneng 也不能
yebuweiguo 也不为过
yecai 也才 野菜
yecan 野餐 夜餐
yecao 野草
yeceng 也曾
yechang 夜场
yechangmengduo 夜长梦多
yecheng 也称
yechi 也吃
yechui 野炊
yeci 页次
yecong 也从
yeda 夜大 业大
yedao 也到
yede 也得 夜的
yedi 野地
yedian 夜店 野店
yedou 也都
yedui 也对
yeer 爷儿
yefei 叶飞
yegai 也该
yegei 也给
yegonghaolong 叶公好龙
yegou 也够
yeguai 也怪
yeguang 夜光
yeguo 野果
yehai 也还
yehan 也喊
yehang 夜航
yehao 也好
yehe 也和
yehehua 耶和华
yehen 也很
yehu 业户
yehua 液化 野花
yehuaqi 液化气
yehuaqiguan 液化气罐
yehuaqizhan 液化气站
yehuashiyouqi 液化石油气
yehuchan 野狐禅
yehui 也会 也回
yehuiyou 也会有
yehuluobo 野胡萝卜
yehuo 野火
yeji 业绩 野鸡 也即
yejian 夜间
yejiang 也将
yejiao 也叫
yejie 业界
yejin 冶金
yejing 液晶 夜景
yejingping 液晶屏
yejingyuqin 业精于勤
yejiu 也就
yejiushi 也就是
